Study_Hours,Sleep_Hours,Social_Media_Hours,Exercise_Hours,Attention_Level,Marks
6.8,5.8,5.0,0.0,7.0,84.3
5.2,7.3,3.0,0.5,6.0,75.3
3.7,8.7,3.2,0.5,8.0,81.3
5.8,5.5,2.3,1.5,4.0,73.1
9.0,7.1,3.9,0.5,6.0,93.5
4.9,7.6,4.2,2.0,5.0,69.1
5.0,8.0,1.6,0.0,8.0,82.3
3.6,7.3,0.7,0.0,10.0,82.7
2.8,6.4,2.4,0.0,9.0,74.4
6.2,5.8,1.2,0.0,3.0,90.8
2.8,7.1,2.6,0.5,10.0,62.7
4.6,5.4,4.4,1.0,7.0,78.5
3.5,3.0,2.0,0.0,5.0,62.7
5.5,7.7,2.4,1.5,8.0,84.5
5.2,8.4,2.6,1.5,8.0,82.2
6.6,3.5,3.6,0.0,5.0,77.2
3.5,5.5,0.0,0.0,8.0,84.4
4.0,7.9,1.7,0.0,7.0,78.2
2.5,10.0,3.1,0.0,8.0,65.5
3.6,7.0,4.4,0.0,6.0,71.8
5.3,5.9,1.7,0.5,5.0,70.2
6.0,6.7,0.0,0.0,8.0,84.3
2.7,9.1,3.7,0.5,9.0,58.3
6.2,6.0,1.4,2.0,9.0,93.1
7.2,5.8,0.5,1.0,9.0,100.0
5.3,6.3,1.5,1.5,8.0,88.1
8.3,5.6,1.9,0.0,6.0,97.7
3.0,7.2,1.8,0.5,9.0,66.7
2.0,9.4,0.0,0.5,6.0,67.0
0.9,7.5,4.3,0.0,6.0,50.1
7.5,6.6,4.2,0.0,5.0,89.9
5.8,6.6,3.4,1.0,9.0,79.7
4.4,4.7,0.9,1.0,9.0,86.1
5.1,8.3,2.2,0.5,9.0,79.9
2.2,6.9,2.8,0.5,10.0,68.0
9.4,6.7,3.0,0.5,6.0,100.0
4.8,10.0,3.5,0.0,9.0,81.5
4.7,7.4,1.4,0.5,8.0,77.8
6.0,5.9,2.5,0.0,9.0,89.8
5.5,6.4,3.1,0.0,7.0,73.2
4.9,8.7,4.7,2.0,7.0,84.6
2.9,7.2,3.8,0.5,8.0,66.7
5.4,4.8,3.6,1.0,8.0,89.6
8.3,8.4,2.3,0.5,7.0,97.2
7.2,6.0,4.4,0.5,7.0,87.5
7.7,9.8,2.8,0.0,6.0,88.2
3.5,8.6,1.4,0.0,3.0,65.8
2.5,6.3,4.9,0.0,7.0,56.6
4.2,8.9,3.6,1.0,9.0,82.5
4.6,7.1,1.9,1.0,8.0,79.8
6.7,8.3,1.6,0.5,4.0,73.9
1.1,7.7,3.3,0.5,7.0,52.3
7.6,5.7,2.9,1.5,3.0,80.9
4.2,6.0,2.9,0.0,10.0,81.0
3.6,8.5,3.1,0.0,6.0,61.0
2.5,6.5,5.3,0.5,9.0,70.2
1.2,6.4,4.5,1.0,9.0,59.5
6.1,5.6,2.7,2.0,5.0,83.2
4.6,7.6,4.0,0.0,5.0,72.4
1.9,10.0,1.3,1.5,9.0,74.8
1.9,5.4,3.4,1.5,5.0,56.7
3.8,7.0,5.3,0.0,7.0,63.5
7.8,9.1,1.9,0.5,7.0,88.6
4.0,6.9,1.3,0.5,4.0,64.6
1.5,7.7,1.9,2.0,3.0,49.6
4.0,5.4,1.0,0.0,8.0,78.0
4.0,7.6,1.4,1.0,7.0,74.7
0.0,6.7,2.4,0.5,6.0,50.8
4.4,8.5,0.5,1.0,10.0,84.6
4.0,8.8,2.6,0.5,10.0,80.8
5.9,10.0,3.8,0.5,8.0,91.6
8.2,7.9,0.8,1.5,8.0,100.0
6.8,7.5,4.6,1.5,8.0,91.6
4.0,7.3,3.4,1.5,5.0,66.4
2.3,6.5,4.3,0.0,8.0,59.2
9.6,7.5,1.1,1.0,9.0,100.0
4.6,6.6,3.8,0.0,9.0,76.7
4.5,7.3,0.9,0.5,4.0,75.4
4.5,9.0,3.9,0.5,6.0,71.0
4.9,5.5,2.8,0.5,5.0,67.0
4.2,8.7,3.4,0.5,8.0,84.9
3.4,9.0,0.9,2.0,9.0,82.1
3.4,6.8,1.3,0.0,10.0,71.4
4.4,3.8,3.5,1.0,5.0,68.4
3.4,6.1,1.2,0.5,7.0,72.7
3.1,8.9,3.4,0.0,10.0,82.0
4.7,7.0,0.5,0.0,9.0,79.4
4.0,5.5,3.9,1.5,9.0,83.5
7.5,6.2,0.4,1.5,8.0,100.0
0.0,8.3,3.8,1.5,5.0,41.7
6.7,7.8,3.3,2.0,5.0,85.4
7.0,6.6,1.3,0.0,5.0,82.4
0.4,6.4,3.8,0.5,8.0,51.7
3.8,6.4,3.0,1.0,10.0,80.1
3.8,5.6,1.8,0.5,10.0,84.4
1.7,9.4,1.3,0.5,10.0,74.7
2.9,6.5,0.0,0.5,10.0,74.7
2.3,8.8,3.3,0.5,7.0,52.5
8.0,9.3,0.0,0.5,6.0,98.9
6.4,8.5,2.5,0.0,10.0,96.1
7.0,6.4,1.9,0.5,8.0,96.4
5.9,7.6,3.4,0.5,8.0,84.7
2.2,7.0,2.3,0.5,8.0,66.4
3.5,5.6,2.2,0.0,8.0,80.3
5.5,7.5,3.5,1.0,10.0,91.7
2.1,5.2,3.3,0.0,9.0,63.3
5.9,8.8,2.9,0.5,9.0,87.0
4.0,6.3,3.3,1.0,9.0,77.7
3.8,7.3,0.3,0.5,9.0,89.0
5.9,7.4,3.5,0.0,7.0,81.7
5.4,6.6,3.4,1.0,9.0,86.7
3.8,7.9,1.1,0.5,5.0,67.2
6.8,6.3,2.0,1.0,10.0,100.0
2.3,8.3,2.7,1.0,6.0,71.5
5.7,5.0,2.2,1.0,8.0,90.2
5.7,7.2,2.9,0.5,6.0,81.3
3.9,9.9,4.8,0.0,9.0,73.9
5.2,5.5,4.1,0.0,7.0,65.6
2.0,6.0,0.8,0.5,4.0,60.5
6.3,7.8,3.3,0.5,9.0,92.0
4.1,7.3,4.6,0.5,6.0,70.8
3.5,7.5,3.2,0.0,9.0,70.1
6.6,7.7,4.0,0.0,8.0,86.7
3.1,8.0,5.7,0.5,8.0,64.0
1.7,8.7,4.4,0.0,6.0,58.7
1.4,7.6,3.2,1.0,6.0,53.7
5.7,6.6,4.0,0.0,6.0,88.6
1.9,8.0,3.0,0.5,10.0,70.1
8.0,9.8,2.2,1.5,10.0,100.0
0.3,6.8,2.4,0.0,6.0,47.6
7.9,5.5,4.6,0.5,9.0,95.7
4.9,8.7,1.3,0.0,4.0,61.5
4.3,6.8,4.9,1.0,5.0,75.9
3.4,3.7,3.4,0.5,5.0,67.3
5.3,8.3,0.4,0.5,6.0,84.9
4.4,6.2,3.1,0.5,4.0,68.6
6.7,6.9,0.0,1.5,9.0,93.8
4.7,7.5,3.5,0.0,7.0,73.0
4.8,7.3,3.8,0.0,8.0,82.3
3.8,8.1,1.7,1.5,9.0,75.5
4.4,6.3,2.7,0.5,8.0,65.7
5.1,7.8,5.4,1.5,9.0,81.9
1.1,6.6,2.1,0.5,7.0,56.2
1.8,8.1,1.2,1.5,6.0,62.7
6.0,7.9,4.6,0.5,10.0,93.7
4.8,5.6,5.5,1.0,5.0,73.2
4.1,8.6,2.6,1.5,6.0,75.0
4.5,6.2,4.1,0.5,7.0,80.3
5.2,8.2,4.5,0.0,6.0,66.9
3.4,7.6,1.5,0.0,7.0,73.2
2.9,9.8,2.0,0.0,9.0,75.0
4.9,6.7,4.4,0.0,8.0,71.6
2.5,6.5,5.3,0.5,5.0,48.0
5.3,7.0,3.3,0.5,6.0,74.1
1.1,6.5,1.6,0.5,10.0,61.9
6.6,8.2,5.3,0.5,8.0,91.4
5.4,4.6,1.7,1.0,10.0,88.8
5.0,5.4,2.0,0.0,10.0,82.7
6.5,5.4,2.9,0.0,9.0,89.1
7.8,8.4,4.6,0.0,5.0,93.0
6.5,9.6,3.6,0.5,10.0,94.7
0.8,6.8,3.5,0.0,7.0,51.2
1.9,6.7,3.5,0.0,6.0,55.6
3.3,7.1,2.7,0.5,8.0,78.2
4.6,8.7,3.4,1.5,10.0,81.8
5.5,5.6,0.0,0.0,9.0,97.1
3.0,7.4,2.3,1.0,6.0,67.6
4.9,8.5,2.9,1.0,9.0,83.7
3.0,7.8,1.0,1.0,7.0,83.5
3.3,7.3,3.2,1.5,8.0,67.7
1.7,8.5,2.5,0.0,7.0,57.2
2.7,3.0,5.4,0.0,5.0,49.4
1.8,8.0,5.2,1.5,9.0,68.3
2.5,6.0,2.1,0.5,5.0,68.8
6.6,4.3,2.1,0.5,10.0,100.0
2.6,7.8,2.6,1.0,4.0,64.8
9.8,9.1,1.3,1.0,7.0,100.0
5.5,6.8,2.7,1.5,8.0,85.1
4.9,8.4,1.4,2.0,9.0,80.4
2.8,9.4,1.0,1.0,8.0,82.5
5.9,9.0,3.3,0.0,8.0,87.8
3.3,9.5,3.6,1.5,9.0,72.4
4.7,8.1,1.3,0.0,8.0,87.9
9.6,7.1,3.4,0.0,10.0,100.0
4.3,4.6,1.6,1.5,9.0,85.9
6.8,6.6,2.7,0.0,9.0,93.4
3.1,5.7,3.9,0.0,5.0,63.4
4.4,10.0,2.5,0.0,8.0,77.3
8.0,6.7,2.9,1.5,7.0,91.9
3.2,7.2,1.9,0.5,6.0,67.7
8.1,7.8,1.9,1.0,9.0,100.0
5.9,7.1,2.1,0.0,7.0,84.6
3.4,9.5,1.5,1.0,10.0,84.0
5.8,6.1,2.2,1.0,5.0,75.8
6.4,7.3,0.0,0.5,10.0,99.3
5.7,5.9,1.7,0.5,6.0,79.5
1.4,5.0,2.4,0.0,7.0,61.0
3.0,6.1,2.3,2.0,9.0,76.2
4.0,6.9,2.2,1.0,6.0,76.2
4.4,6.4,2.5,1.5,9.0,88.6
5.7,6.0,3.1,0.5,5.0,81.5
4.9,4.9,3.8,1.0,10.0,87.1
1.8,6.9,1.8,1.0,8.0,60.1
5.3,4.7,0.7,1.0,6.0,82.7
5.7,8.1,0.9,2.0,8.0,89.2
5.6,7.1,1.7,0.5,9.0,87.8
6.7,4.8,1.8,0.0,6.0,85.6
6.2,6.5,1.2,1.0,6.0,82.5
5.4,5.9,0.5,1.0,7.0,76.4
4.4,7.5,1.9,0.5,6.0,71.2
1.2,9.0,3.2,0.0,10.0,63.4
5.4,4.2,3.4,0.5,5.0,69.1
4.9,7.2,1.7,0.5,9.0,85.4
5.0,6.8,1.9,0.5,8.0,92.7
1.9,8.0,1.4,1.0,6.0,66.4
2.3,7.3,2.7,1.0,8.0,75.0
6.6,5.9,1.1,0.0,9.0,97.4
4.4,6.5,3.4,0.5,7.0,80.6
5.9,5.8,0.0,0.0,10.0,91.8
4.6,8.6,2.0,0.0,10.0,81.4
4.6,7.0,3.0,1.0,9.0,68.9
6.4,9.9,2.6,1.5,8.0,98.4
3.5,6.9,6.7,0.5,5.0,67.2
4.7,5.9,3.1,1.0,6.0,72.8
3.6,4.7,1.1,1.5,8.0,76.7
3.6,4.3,2.5,1.5,8.0,72.1
3.9,4.6,0.0,0.0,3.0,67.8
4.9,7.4,2.4,2.0,8.0,90.4
3.5,7.8,1.4,0.5,8.0,66.2
7.0,4.6,3.7,0.5,6.0,89.5
2.7,8.3,1.9,0.0,10.0,72.0
4.1,6.3,2.4,0.5,8.0,77.6
3.6,7.2,1.7,0.0,10.0,81.3
7.4,9.4,4.9,0.0,7.0,88.6
4.9,8.3,2.0,0.5,10.0,86.9
6.6,6.6,5.1,1.5,10.0,93.9
1.5,5.7,4.1,1.5,10.0,70.7
5.0,3.8,3.2,0.5,4.0,73.3
6.3,5.9,2.9,1.5,7.0,90.1
4.7,6.7,3.1,1.5,7.0,72.7
6.6,5.5,0.0,1.0,9.0,97.2
3.5,6.8,2.2,0.0,9.0,79.7
7.3,7.1,3.5,1.0,6.0,90.7
9.1,6.7,2.0,1.5,8.0,100.0
3.8,6.0,0.5,1.0,4.0,77.9
3.6,7.3,2.6,0.5,10.0,83.9
7.4,7.7,4.8,0.5,6.0,88.7
7.7,5.4,4.1,1.0,7.0,92.0
3.5,9.1,2.6,0.5,8.0,60.3
3.7,6.9,4.1,0.0,10.0,75.2
3.9,7.0,2.1,0.5,2.0,59.6
1.8,8.1,0.3,1.5,8.0,70.3
2.7,7.3,1.3,1.5,8.0,71.5
2.5,8.4,5.1,0.0,7.0,58.2
3.0,7.4,2.3,2.0,10.0,69.7
4.4,6.1,2.2,0.5,6.0,69.4
5.0,7.5,2.1,1.0,9.0,88.7
7.6,5.3,5.1,1.0,7.0,100.0
2.5,7.2,5.2,1.5,10.0,69.7
6.5,7.0,5.7,1.5,6.0,85.1
4.1,6.7,2.4,0.5,6.0,76.8
4.4,6.8,3.0,1.5,10.0,80.8
5.8,4.2,0.1,0.0,8.0,91.5
2.3,6.2,5.0,1.0,4.0,49.6
5.3,7.1,0.7,1.0,7.0,89.6
4.8,7.2,2.8,1.0,8.0,82.4
5.5,5.5,0.8,0.0,9.0,90.8
5.1,8.9,1.6,1.5,7.0,79.8
9.4,5.7,0.8,0.0,2.0,98.7
3.2,8.5,1.8,0.0,9.0,84.4
3.4,7.6,1.9,1.0,5.0,62.0
3.3,6.0,1.8,0.5,3.0,58.9
3.4,9.7,3.9,1.5,2.0,58.7
3.2,5.2,1.0,0.5,9.0,80.1
6.9,8.4,2.6,0.0,8.0,89.7
7.3,8.5,4.1,1.5,7.0,79.0
3.4,6.0,1.9,0.5,10.0,85.3
2.8,9.1,1.6,0.0,10.0,78.2
5.4,6.6,2.1,1.0,10.0,82.5
3.4,7.4,4.4,0.5,5.0,59.3
5.8,7.4,2.7,1.0,8.0,95.6
4.9,6.8,1.7,0.5,4.0,80.1
1.5,8.2,3.6,1.5,7.0,63.8
7.6,8.2,0.6,1.5,8.0,100.0
8.1,4.4,3.2,1.0,8.0,100.0
3.3,9.0,3.3,0.0,8.0,69.2
3.7,4.5,2.2,1.5,8.0,82.5
5.1,8.5,1.2,1.0,10.0,86.4
5.2,8.7,1.1,1.0,10.0,87.5
5.8,5.4,3.2,0.5,6.0,86.1
8.5,6.4,4.0,1.5,5.0,95.3
4.1,5.3,1.6,1.0,8.0,86.1
2.9,6.7,3.4,0.0,6.0,58.9
1.7,6.5,0.0,0.5,10.0,70.9
3.0,8.2,1.8,1.5,8.0,68.7
4.4,9.0,2.5,0.0,7.0,75.2
8.1,9.1,0.8,2.0,8.0,99.0
3.5,6.2,1.2,1.0,9.0,76.3
4.9,6.7,1.5,1.0,7.0,74.5
4.5,4.5,3.0,0.0,5.0,73.5
6.9,5.8,2.0,0.0,10.0,100.0
9.6,8.4,0.0,1.5,7.0,100.0
3.4,9.4,0.0,0.0,9.0,84.6
3.5,5.1,1.7,1.0,8.0,87.9
6.6,6.1,3.0,0.5,4.0,81.3
5.9,7.0,0.0,0.0,9.0,89.7
8.2,7.4,1.4,0.0,6.0,100.0
5.7,5.8,1.6,0.5,9.0,83.7
3.8,7.6,4.7,2.0,5.0,67.4
5.7,6.3,1.9,0.5,9.0,90.7
6.7,7.0,2.9,0.5,10.0,100.0
6.1,7.8,2.6,0.5,10.0,95.5
5.5,7.0,0.0,0.5,9.0,89.0
6.6,6.3,3.5,0.5,7.0,83.1
6.8,6.8,2.6,1.5,6.0,88.2
7.3,6.9,3.0,0.5,10.0,95.3
5.8,6.4,8.0,0.5,5.0,71.5
4.2,6.6,0.0,0.0,6.0,72.4
4.8,9.4,5.1,2.0,9.0,75.2
6.9,7.8,1.9,0.0,6.0,94.8
2.9,6.6,3.1,0.0,5.0,57.8
5.2,8.0,2.4,1.0,5.0,70.8
3.7,6.5,2.0,0.5,7.0,71.9
4.6,8.8,1.7,0.5,8.0,81.4
7.1,7.6,2.8,0.5,8.0,85.7
4.9,6.8,0.2,1.0,10.0,92.8
4.6,7.7,3.7,0.0,9.0,74.3
1.8,4.6,2.2,1.5,7.0,71.6
6.0,5.3,0.7,1.0,7.0,92.1
5.8,5.2,1.7,0.5,8.0,86.3
8.8,7.2,4.0,0.5,10.0,100.0
3.9,9.6,1.8,0.0,9.0,77.7
4.9,10.0,3.0,1.0,7.0,82.5
5.0,8.0,1.4,0.5,6.0,78.8
7.7,7.8,3.4,0.5,5.0,88.5
4.3,4.3,3.6,0.5,8.0,76.7
5.1,6.2,5.3,2.0,8.0,78.6
5.7,5.8,2.2,0.5,8.0,85.2
4.9,6.1,3.5,1.5,7.0,69.2
3.6,6.7,2.8,0.5,10.0,83.3
4.9,6.3,4.5,0.0,6.0,74.1
6.6,4.0,1.3,0.0,9.0,91.3
2.4,8.1,3.9,0.5,8.0,74.0
4.8,5.4,2.2,0.0,6.0,75.9
3.1,7.4,2.6,0.0,9.0,67.0
6.9,10.0,2.4,1.5,9.0,100.0
1.5,5.6,3.2,1.5,8.0,64.2
3.4,3.2,2.5,1.0,7.0,73.1
5.3,6.6,2.8,0.0,7.0,78.0
7.6,8.7,4.6,0.0,10.0,100.0
4.4,9.9,4.0,0.0,10.0,79.1
3.4,5.2,4.0,1.0,8.0,74.2
8.3,7.7,1.5,1.5,8.0,96.0
1.6,6.3,1.5,0.5,10.0,66.2
0.1,6.8,4.4,0.0,8.0,57.6
5.4,10.0,3.8,0.5,8.0,78.9
3.5,4.7,4.9,0.5,6.0,61.6
2.5,7.4,1.8,0.5,8.0,66.1
5.9,7.7,2.1,1.0,2.0,68.2
5.0,8.6,0.0,1.0,9.0,78.5
3.4,7.1,2.1,0.0,7.0,68.6
1.9,7.5,4.3,0.0,10.0,65.6
6.2,6.4,1.7,2.0,8.0,93.4
5.8,7.4,3.4,0.0,5.0,76.5
4.3,6.5,2.3,0.0,7.0,75.1
8.2,7.9,2.7,0.0,6.0,100.0
2.4,6.4,1.0,0.0,9.0,69.4
1.4,7.6,3.0,0.5,8.0,57.0
3.1,7.0,0.0,1.5,10.0,80.2
4.4,8.7,2.3,0.5,7.0,79.3
5.0,6.9,0.1,0.5,8.0,92.9
4.0,4.3,4.4,1.0,4.0,61.3
5.2,8.9,3.6,0.5,9.0,84.8
2.0,5.6,3.5,1.5,8.0,66.4
7.4,6.0,4.5,1.5,8.0,90.7
4.3,6.1,1.1,0.0,8.0,79.3
6.7,9.1,5.0,1.0,9.0,84.9
5.2,3.8,3.9,0.5,10.0,77.5
5.4,10.0,2.1,2.0,8.0,90.1
5.6,8.6,4.1,0.5,8.0,81.5
5.4,7.3,0.8,2.0,6.0,86.2
5.8,6.9,1.2,1.0,6.0,84.9
7.2,7.4,1.4,0.0,8.0,91.2
4.9,7.8,1.7,0.5,10.0,87.6
5.9,8.0,0.8,2.0,8.0,87.0
4.3,7.8,4.4,1.5,7.0,81.7
7.4,7.1,1.9,0.0,7.0,87.3
3.1,6.7,3.2,1.0,6.0,64.8
8.1,6.8,1.3,0.5,8.0,97.4
4.4,6.7,0.0,0.0,5.0,76.8
1.6,8.7,3.2,0.5,10.0,64.1
4.8,7.9,0.0,0.0,7.0,78.7
3.1,3.0,2.6,1.5,8.0,77.0
6.2,8.0,0.3,0.5,6.0,87.9
3.2,7.3,5.7,1.5,8.0,71.2
3.6,7.0,4.0,0.0,9.0,68.2
0.7,6.4,3.1,0.5,8.0,48.5
3.6,8.7,4.5,0.0,6.0,65.4
0.0,8.4,1.7,0.0,9.0,53.4
1.3,5.8,3.7,0.0,5.0,52.9
6.0,7.6,2.7,0.0,7.0,84.1
6.1,5.5,2.8,0.5,9.0,91.9
5.4,4.9,4.4,0.0,8.0,72.7
2.6,6.1,3.8,0.5,7.0,72.8
4.4,8.3,3.0,0.5,6.0,72.1
4.5,8.4,0.1,1.5,10.0,93.3
2.2,7.8,1.3,1.5,8.0,65.1
7.5,8.1,2.1,0.5,3.0,86.9
6.3,7.8,2.5,0.5,9.0,86.0
4.1,6.0,0.9,0.0,8.0,80.5
4.6,7.6,6.2,2.0,9.0,78.0
4.9,8.2,4.8,0.0,5.0,69.8
0.4,8.1,3.9,0.0,1.0,37.5
4.0,8.8,2.7,0.0,9.0,71.3
3.1,8.1,2.4,0.5,9.0,70.1
2.5,7.5,1.3,0.0,5.0,62.8
3.9,8.6,2.7,1.0,6.0,81.8
8.1,7.0,2.6,0.0,10.0,100.0
5.8,5.7,0.6,1.0,7.0,91.4
3.4,6.8,3.2,0.0,9.0,72.6
5.6,5.9,2.2,0.0,6.0,90.0
